App Id,Name,Developers,Publishers,Metascores,Genres,Tags,Price,clean_genres,clean_tags,min owners,max owners,Hit
207530,Noitu Love 2: Devolution,Joakim Sandberg,Joakim Sandberg,80%,"['Action', 'Indie']","['Action', 'Indie', 'Pixel Graphics', ""Beat 'em up"", 'Platformer', 'Side Scroller', 'Female Protagonist', 'Great Soundtrack', 'Singleplayer', '2D', 'Beautiful', 'Retro', 'Arcade', 'Anime']",$4.99 ,"['Action','Indie']","['Action','Indie','Pixel_Graphics',""Beat_'em_up"",'Platformer','Side_Scroller','Female_Protagonist','Great_Soundtrack','Singleplayer','2D','Beautiful','Retro','Arcade','Anime']",50000,100000,0.0
207610,The Walking Dead,Telltale Games,Skybound Games,82%,['Adventure'],"['Zombies', 'Adventure', 'Story Rich', 'Point & Click', 'Episodic', 'Singleplayer', 'Choices Matter', 'Drama', 'Horror', 'Emotional', 'Mature', 'Atmospheric', 'Choose Your Own Adventure', 'Comic Book', 'Post-apocalyptic', 'Survival', 'Quick-Time Events', 'Gore', 'Action', 'Third Person']",$14.99 ,['Adventure'],"['Zombies','Adventure','Story_Rich','Point_&_Click','Episodic','Singleplayer','Choices_Matter','Drama','Horror','Emotional','Mature','Atmospheric','Choose_Your_Own_Adventure','Comic_Book','Post-apocalyptic','Survival','Quick-Time_Events','Gore','Action','Third_Person']",2000000,5000000,1.0
207650,A Virus Named TOM,Misfits Attic,Misfits Attic,65%,"['Action', 'Indie', 'Strategy']","['Indie', 'Puzzle', 'Action', 'Strategy', 'Local Co-Op', 'Local Multiplayer', 'Co-op', 'Singleplayer', 'Casual', '2D', '4 Player Local', 'Controller']",$9.99 ,"['Action','Indie','Strategy']","['Indie','Puzzle','Action','Strategy','Local_Co-Op','Local_Multiplayer','Co-op','Singleplayer','Casual','2D','4_Player_Local','Controller']",200000,500000,1.0
207690,Botanicula,Amanita Design,Amanita Design,82%,"['Adventure', 'Casual', 'Indie']","['Point & Click', 'Adventure', 'Indie', 'Puzzle', 'Casual', 'Great Soundtrack', 'Relaxing', 'Atmospheric', 'Singleplayer', 'Cute', 'Exploration', '2D', 'Family Friendly', 'Funny', 'Surreal', 'Beautiful', 'Comedy', 'Nature', 'Touch-Friendly', 'Hand-drawn']",$9.99 ,"['Adventure','Casual','Indie']","['Point_&_Click','Adventure','Indie','Puzzle','Casual','Great_Soundtrack','Relaxing','Atmospheric','Singleplayer','Cute','Exploration','2D','Family_Friendly','Funny','Surreal','Beautiful','Comedy','Nature','Touch-Friendly','Hand-drawn']",100000,200000,1.0
207750,Symphony,Empty Clip Studios,Empty Clip Studios,75%,"['Action', 'Casual', 'Indie']","['Music', 'Indie', ""Shoot 'Em Up"", 'Action', 'Rhythm', 'Casual', 'Bullet Hell', 'Arcade', 'Music-Based Procedural Generation', 'Singleplayer', 'Shooter', 'Procedural Generation']",$4.99 ,"['Action','Casual','Indie']","['Music','Indie',""Shoot_'Em_Up"",'Action','Rhythm','Casual','Bullet_Hell','Arcade','Music-Based_Procedural_Generation','Singleplayer','Shooter','Procedural_Generation']",200000,500000,1.0
207770,Men of War: Assault Squad GOTY Demo,Digitalmindsoft,,77%,[''],"['Strategy', 'World War II', 'Tactical', 'War', 'RTS', 'Multiplayer', 'Military', 'Realistic', 'Real Time Tactics', 'Action', 'Co-op', 'Historical', 'Simulation', 'Moddable', 'Tanks', 'Destruction', 'Singleplayer', 'Level Editor', 'Epic', 'Masterpiece']",$0.00 ,[''],"['Strategy','World_War_II','Tactical','War','RTS','Multiplayer','Military','Realistic','Real_Time_Tactics','Action','Co-op','Historical','Simulation','Moddable','Tanks','Destruction','Singleplayer','Level_Editor','Epic','Masterpiece']",0,20000,0.0
207930,Sacred Citadel,Southend,THQ Nordic,61%,['Action'],"['Action', ""Beat 'em up"", 'Local Co-Op', 'Side Scroller', 'Co-op', 'Platformer', 'Online Co-Op', 'Arcade', 'Multiplayer', 'Fighting', 'Local Multiplayer', 'RPG', '2D', 'Controller', 'Fantasy', 'Indie', 'Hack and Slash', 'Singleplayer']",$9.99 ,['Action'],"['Action',""Beat_'em_up"",'Local_Co-Op','Side_Scroller','Co-op','Platformer','Online_Co-Op','Arcade','Multiplayer','Fighting','Local_Multiplayer','RPG','2D','Controller','Fantasy','Indie','Hack_and_Slash','Singleplayer']",500000,1000000,1.0
207990,Sine Mora Demo,Digital Reality,,77%,"['Action', 'Indie']","[""Shoot 'Em Up"", 'Indie', 'Bullet Hell', 'Action', 'Arcade', 'Side Scroller', 'Shooter', 'Singleplayer', '2D', 'Difficult', 'Controller', 'Steampunk']",$0.00 ,"['Action','Indie']","[""Shoot_'Em_Up"",'Indie','Bullet_Hell','Action','Arcade','Side_Scroller','Shooter','Singleplayer','2D','Difficult','Controller','Steampunk']",0,20000,0.0
208010,Noitu Love 2 Devolution,Joakim Sandberg,Joakim Sandberg,80%,[''],"['Action', 'Indie', 'Pixel Graphics', ""Beat 'em up"", 'Platformer', 'Side Scroller', 'Great Soundtrack', 'Female Protagonist', 'Singleplayer', '2D', 'Beautiful', 'Retro', 'Arcade', 'Anime']",$0.00 ,[''],"['Action','Indie','Pixel_Graphics',""Beat_'em_up"",'Platformer','Side_Scroller','Great_Soundtrack','Female_Protagonist','Singleplayer','2D','Beautiful','Retro','Arcade','Anime']",0,20000,0.0
208070,Waveform Demo,Eden Industries,,81%,[''],"['Indie', 'Puzzle', 'Great Soundtrack', 'Casual', 'Singleplayer', 'Strategy', 'Arcade', 'Space', 'Action', 'Difficult', 'Adventure', '2D', ""Shoot 'Em Up"", 'Sci-fi', 'Atmospheric', 'Anime', 'Fantasy']",$0.00 ,[''],"['Indie','Puzzle','Great_Soundtrack','Casual','Singleplayer','Strategy','Arcade','Space','Action','Difficult','Adventure','2D',""Shoot_'Em_Up"",'Sci-fi','Atmospheric','Anime','Fantasy']",0,20000,0.0
208110,Myst V: End of Ages,"Cyan Worlds, Inc.","Cyan Worlds, Inc.",80%,"['Adventure', 'Casual']","['Adventure', 'Point & Click', 'Casual', 'Puzzle', 'Exploration', 'First-Person', 'Atmospheric', 'Story Rich', 'Classic', 'Mystery']",$9.99 ,"['Adventure','Casual']","['Adventure','Point_&_Click','Casual','Puzzle','Exploration','First-Person','Atmospheric','Story_Rich','Classic','Mystery']",50000,100000,0.0
208140,Endless Space - Collection,AMPLITUDE Studios,SEGA,77%,['Strategy'],"['Strategy', '4X', 'Space', 'Sci-fi', 'Turn-Based Strategy', 'Turn-Based', 'Multiplayer', 'Singleplayer', 'Indie', 'Exploration', 'Great Soundtrack', 'Futuristic', 'Diplomacy', 'Grand Strategy', 'Aliens', 'Simulation', 'Atmospheric', 'Replay Value', 'Management', 'Sandbox']",$9.99 ,['Strategy'],"['Strategy','4X','Space','Sci-fi','Turn-Based_Strategy','Turn-Based','Multiplayer','Singleplayer','Indie','Exploration','Great_Soundtrack','Futuristic','Diplomacy','Grand_Strategy','Aliens','Simulation','Atmospheric','Replay_Value','Management','Sandbox']",1000000,2000000,1.0
208400,Avernum: Escape From the Pit,Spiderweb Software,Spiderweb Software,76%,"['Indie', 'RPG', 'Strategy']","['RPG', 'Indie', 'Isometric', 'Party-Based RPG', 'Fantasy', 'Turn-Based', 'Singleplayer', 'Strategy', 'Old School', 'Grid-Based Movement', 'Turn-Based Combat', 'CRPG', 'Remake', 'Story Rich', '2D', 'Open World', 'Adventure', 'Retro', 'Exploration']",$9.99 ,"['Indie','RPG','Strategy']","['RPG','Indie','Isometric','Party-Based_RPG','Fantasy','Turn-Based','Singleplayer','Strategy','Old_School','Grid-Based_Movement','Turn-Based_Combat','CRPG','Remake','Story_Rich','2D','Open_World','Adventure','Retro','Exploration']",50000,100000,0.0
208460,Tryst,BlueGiant Interactive,BlueGiant Interactive,50%,"['Action', 'Indie', 'Strategy']","['Strategy', 'Indie', 'Action', 'RTS']",$14.99 ,"['Action','Indie','Strategy']","['Strategy','Indie','Action','RTS']",0,20000,0.0
208480,Assassinâ€™s Creed III,Ubisoft Montreal,Ubisoft,80%,['Adventure'],"['Adventure', 'Open World', 'Action', 'Parkour', 'Assassin', 'Stealth', 'Third Person', 'Historical', 'Multiplayer', 'America', 'Singleplayer', 'Story Rich', 'Hunting', 'Atmospheric', 'Action-Adventure', 'Sandbox', 'Alternate History', 'Conspiracy', 'Controller', 'Casual']",$0.00 ,['Adventure'],"['Adventure','Open_World','Action','Parkour','Assassin','Stealth','Third_Person','Historical','Multiplayer','America','Singleplayer','Story_Rich','Hunting','Atmospheric','Action-Adventure','Sandbox','Alternate_History','Conspiracy','Controller','Casual']",1000000,2000000,1.0
208500,F1 2012,Codemasters Birmingham,Codemasters,80%,"['Racing', 'Simulation', 'Sports']","['Racing', 'Automobile Sim', 'Simulation', 'Sports', 'Multiplayer', 'Realistic', 'Driving', 'Controller', 'Singleplayer']",$5.99 ,"['Racing','Simulation','Sports']","['Racing','Automobile_Sim','Simulation','Sports','Multiplayer','Realistic','Driving','Controller','Singleplayer']",200000,500000,1.0
208570,Dishonored: Dunwall City Trials,Arkane Studios,Bethesda Softworks,75%,"['Action', 'Adventure']","['Adventure', 'Action', 'Stealth', 'Steampunk']",$2.99 ,"['Action','Adventure']","['Adventure','Action','Stealth','Steampunk']",0,20000,0.0
208580,STAR WARS Knights of the Old Republic II - The Sith Lords,Obsidian Entertainment,LucasArts,85%,['RPG'],"['RPG', 'Story Rich', 'Sci-fi', 'Singleplayer', 'Classic', 'Real-Time with Pause', 'Choices Matter', 'Adventure', 'Party-Based RPG', 'Character Customization', 'Moddable', 'Third Person', 'Multiple Endings', 'Space', 'Atmospheric', 'Female Protagonist', 'Turn-Based Combat', 'Action', 'Turn-Based', 'Great Soundtrack']",$9.99 ,['RPG'],"['RPG','Story_Rich','Sci-fi','Singleplayer','Classic','Real-Time_with_Pause','Choices_Matter','Adventure','Party-Based_RPG','Character_Customization','Moddable','Third_Person','Multiple_Endings','Space','Atmospheric','Female_Protagonist','Turn-Based_Combat','Action','Turn-Based','Great_Soundtrack']",1000000,2000000,1.0
208670,Blades of Time,Gaijin Entertainment Corporation,Gaijin Entertainment Corporation,63%,"['Action', 'Adventure']","['Action', 'Female Protagonist', 'Hack and Slash', 'Adventure', 'Third Person', 'Singleplayer', 'Fantasy', 'Spectacle fighter', 'Time Manipulation', 'Character Action Game', 'RPG', 'Nudity', 'Multiplayer', 'Controller', 'Anime']",$9.99 ,"['Action','Adventure']","['Action','Female_Protagonist','Hack_and_Slash','Adventure','Third_Person','Singleplayer','Fantasy','Spectacle_fighter','Time_Manipulation','Character_Action_Game','RPG','Nudity','Multiplayer','Controller','Anime']",200000,500000,1.0
208730,Game of Thrones,Cyanide Studios,HandyGames,58%,"['Action', 'RPG']","['RPG', 'Fantasy', 'Action', 'Story Rich', 'Third Person', 'Choices Matter', 'Medieval', 'Singleplayer', 'Adventure', 'Based On A Novel', 'Open World', 'Character Customization', 'Controller', 'Action RPG', 'Multiple Endings', 'Nudity', 'Dark Fantasy']",$14.99 ,"['Action','RPG']","['RPG','Fantasy','Action','Story_Rich','Third_Person','Choices_Matter','Medieval','Singleplayer','Adventure','Based_On_A_Novel','Open_World','Character_Customization','Controller','Action_RPG','Multiple_Endings','Nudity','Dark_Fantasy']",200000,500000,1.0
208750,Apotheon,Alientrap,Alientrap,78%,"['Action', 'Adventure', 'Indie', 'RPG']","['Action', 'Mythology', 'Adventure', 'Indie', 'Platformer', 'Metroidvania', '2D', 'RPG', 'Side Scroller', 'Historical', 'Singleplayer', 'Stylized', 'Great Soundtrack', 'Atmospheric', 'Difficult', 'Multiplayer']",$14.99 ,"['Action','Adventure','Indie','RPG']","['Action','Mythology','Adventure','Indie','Platformer','Metroidvania','2D','RPG','Side_Scroller','Historical','Singleplayer','Stylized','Great_Soundtrack','Atmospheric','Difficult','Multiplayer']",200000,500000,1.0
209000,Batman: Arkham Origins,WB Games Montreal,Warner Bros. Interactive Entertainment,74%,"['Action', 'Adventure']","['Action', 'Open World', 'Superhero', 'Adventure', 'Third Person', 'Stealth', 'Singleplayer', 'Multiplayer', 'Fighting', ""Beat 'em up"", 'Comic Book', 'Detective', 'Story Rich', 'Atmospheric', 'Action-Adventure', 'Controller', '3D Vision', 'Sandbox', 'Third-Person Shooter', 'RPG']",$19.99 ,"['Action','Adventure']","['Action','Open_World','Superhero','Adventure','Third_Person','Stealth','Singleplayer','Multiplayer','Fighting',""Beat_'em_up"",'Comic_Book','Detective','Story_Rich','Atmospheric','Action-Adventure','Controller','3D_Vision','Sandbox','Third-Person_Shooter','RPG']",2000000,5000000,1.0
209040,Ridge Racer Unbounded Demo,BUGBEAR,NAMCO BANDAI Games,72%,['Racing'],"['Racing', 'Arcade', 'Destruction', 'Action', 'Singleplayer', 'Open World', 'Multiplayer', 'Difficult']",$0.00 ,['Racing'],"['Racing','Arcade','Destruction','Action','Singleplayer','Open_World','Multiplayer','Difficult']",0,20000,0.0
209060,Drunken Robot Pornography,"Dejobaan Games, LLC","Dejobaan Games, LLC",66%,"['Action', 'Indie']","['Indie', 'Action', 'FPS', 'Bullet Hell', 'Robots', 'First-Person', 'Score Attack', 'Shooter', 'Funny', 'Sci-fi', 'Great Soundtrack', 'Comedy', 'Level Editor', 'Multiplayer', 'Nudity', 'Sexual Content', 'Arcade', 'Singleplayer']",$14.99 ,"['Action','Indie']","['Indie','Action','FPS','Bullet_Hell','Robots','First-Person','Score_Attack','Shooter','Funny','Sci-fi','Great_Soundtrack','Comedy','Level_Editor','Multiplayer','Nudity','Sexual_Content','Arcade','Singleplayer']",50000,100000,0.0
209080,Guns of Icarus Online,Muse Games,Muse Games,64%,"['Action', 'Adventure', 'Indie', 'Simulation']","['Steampunk', 'Team-Based', 'Multiplayer', 'Co-op', 'Action', 'Tactical', 'Indie', 'Competitive', 'Simulation', 'Adventure', 'Flight', 'FPS', 'Online Co-Op', 'Strategy', 'PvP', 'First-Person', 'Shooter', 'Class-Based', 'Kickstarter', 'Massively Multiplayer']",$4.99 ,"['Action','Adventure','Indie','Simulation']","['Steampunk','Team-Based','Multiplayer','Co-op','Action','Tactical','Indie','Competitive','Simulation','Adventure','Flight','FPS','Online_Co-Op','Strategy','PvP','First-Person','Shooter','Class-Based','Kickstarter','Massively_Multiplayer']",1000000,2000000,1.0
209100,Resident Evil: Operation Raccoon City,Slant Six Games,Capcom Co. Ltd,48%,['Action'],"['Action', 'Zombies', 'Multiplayer', 'Co-op', 'Horror', 'Third-Person Shooter', 'Singleplayer', 'Third Person', 'Shooter', 'Survival Horror', 'Female Protagonist']",$29.99 ,['Action'],"['Action','Zombies','Multiplayer','Co-op','Horror','Third-Person_Shooter','Singleplayer','Third_Person','Shooter','Survival_Horror','Female_Protagonist']",200000,500000,1.0
209120,Street Fighter X Tekken,"Capcom U.S.A., Inc.","Capcom U.S.A., Inc.",79%,['Action'],"['Fighting', 'Action', 'Arcade', '2D Fighter', 'Multiplayer', 'Local Multiplayer', 'Local Co-Op', 'Controller', 'Online Co-Op', ""Beat 'em up"", '2.5D', 'Anime', '2D', '3D Vision', 'Co-op']",$5.99 ,['Action'],"['Fighting','Action','Arcade','2D_Fighter','Multiplayer','Local_Multiplayer','Local_Co-Op','Controller','Online_Co-Op',""Beat_'em_up"",'2.5D','Anime','2D','3D_Vision','Co-op']",100000,200000,1.0
209160,Call of Duty: Ghosts,Infinity Ward,Activision,68%,['Action'],"['Dog', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'First-Person', 'Military', 'Singleplayer', 'War', 'Co-op', 'Online Co-Op', 'America', 'Short', 'Linear', 'Fast-Paced', 'Hacking', 'Survival Horror', 'Futuristic', 'Tactical', 'Team-Based']",$59.99 ,['Action'],"['Dog','FPS','Action','Multiplayer','Shooter','First-Person','Military','Singleplayer','War','Co-op','Online_Co-Op','America','Short','Linear','Fast-Paced','Hacking','Survival_Horror','Futuristic','Tactical','Team-Based']",1000000,2000000,1.0
209170,Call of Duty: Ghosts,Infinity Ward,Activision,68%,['Action'],"['Dog', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'First-Person', 'Military', 'Singleplayer', 'War', 'Co-op', 'Online Co-Op', 'America', 'Short', 'Linear', 'Fast-Paced', 'Masterpiece', 'Hacking', 'Survival Horror', 'Futuristic', 'Tactical']",$59.99 ,['Action'],"['Dog','FPS','Action','Multiplayer','Shooter','First-Person','Military','Singleplayer','War','Co-op','Online_Co-Op','America','Short','Linear','Fast-Paced','Masterpiece','Hacking','Survival_Horror','Futuristic','Tactical']",1000000,2000000,1.0
209190,Stealth Bastard Deluxe,Curve Studios,Curve Digital,80%,"['Action', 'Indie']","['Stealth', 'Platformer', 'Indie', 'Puzzle', 'Action', 'Singleplayer', '2D', 'GameMaker', 'Fast-Paced', 'Difficult', 'Great Soundtrack', 'Puzzle-Platformer', 'Pixel Graphics', 'Level Editor', 'Gore']",$9.99 ,"['Action','Indie']","['Stealth','Platformer','Indie','Puzzle','Action','Singleplayer','2D','GameMaker','Fast-Paced','Difficult','Great_Soundtrack','Puzzle-Platformer','Pixel_Graphics','Level_Editor','Gore']",200000,500000,1.0
209270,Hero Academy,Robot Entertainment,Robot Entertainment,75%,"['Indie', 'Strategy']","['Strategy', 'Indie', 'Turn-Based', 'Multiplayer', 'Asynchronous Multiplayer', 'Casual']",$0.00 ,"['Indie','Strategy']","['Strategy','Indie','Turn-Based','Multiplayer','Asynchronous_Multiplayer','Casual']",0,20000,0.0
209330,A Valley Without Wind,"Arcen Games, LLC","Arcen Games, LLC",54%,"['Action', 'Adventure', 'Indie']","['Platformer', 'Action', 'Indie', 'Adventure', 'Procedural Generation', 'Experimental', 'Open World', 'Multiplayer', 'Metroidvania', 'Co-op', '2D', 'Roguevania', 'Action Roguelike', 'Rogue-lite', 'Magic', 'Singleplayer', 'Loot', 'Exploration', 'Fantasy', 'Sci-fi']",$14.99 ,"['Action','Adventure','Indie']","['Platformer','Action','Indie','Adventure','Procedural_Generation','Experimental','Open_World','Multiplayer','Metroidvania','Co-op','2D','Roguevania','Action_Roguelike','Rogue-lite','Magic','Singleplayer','Loot','Exploration','Fantasy','Sci-fi']",100000,200000,1.0
209370,Analogue: A Hate Story,Love Conquers All Games,Love Conquers All Games,62%,['Indie'],"['Visual Novel', 'Anime', 'Indie', 'Sci-fi', 'Story Rich', 'Interactive Fiction', 'LGBTQ+', 'Singleplayer', 'Hacking', 'Great Soundtrack', 'Multiple Endings', 'Female Protagonist', 'Dating Sim', 'Mystery', 'Romance', 'Adventure', '2D', 'Dark', 'Cute', 'Text-Based']",$9.99 ,['Indie'],"['Visual_Novel','Anime','Indie','Sci-fi','Story_Rich','Interactive_Fiction','LGBTQ+','Singleplayer','Hacking','Great_Soundtrack','Multiple_Endings','Female_Protagonist','Dating_Sim','Mystery','Romance','Adventure','2D','Dark','Cute','Text-Based']",100000,200000,1.0
209540,Strike Suit Zero,Born Ready Games Ltd.,Born Ready Games,66%,"['Action', 'Indie', 'Simulation']","['Space', 'Action', 'Mechs', 'Sci-fi', 'Indie', 'Simulation', 'Shooter', 'Flight', 'Great Soundtrack', 'Singleplayer', 'Space Sim', 'Robots', 'Third Person', 'Third-Person Shooter', 'Kickstarter']",$19.99 ,"['Action','Indie','Simulation']","['Space','Action','Mechs','Sci-fi','Indie','Simulation','Shooter','Flight','Great_Soundtrack','Singleplayer','Space_Sim','Robots','Third_Person','Third-Person_Shooter','Kickstarter']",200000,500000,1.0
209630,Magrunner: Dark Pulse,Frogwares,Frogwares,70%,"['Action', 'Adventure', 'Indie']","['Puzzle', 'Lovecraftian', 'Adventure', 'Action', 'Cyberpunk', 'Indie', 'First-Person', 'Sci-fi', 'Singleplayer', 'FPS', 'Horror', 'Platformer', 'Female Protagonist']",$0.99 ,"['Action','Adventure','Indie']","['Puzzle','Lovecraftian','Adventure','Action','Cyberpunk','Indie','First-Person','Sci-fi','Singleplayer','FPS','Horror','Platformer','Female_Protagonist']",100000,200000,1.0
209650,Call of Duty: Advanced Warfare - Gold Edition,Sledgehammer Games,Activision,78%,['Action'],"['Dog', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Futuristic', 'First-Person', 'Sci-fi', 'Linear', 'Singleplayer', 'America', 'War', 'Quick-Time Events', 'Short', 'Illuminati', 'Military', 'Online Co-Op', 'Co-op', 'PvP', 'Fast-Paced']",$59.99 ,['Action'],"['Dog','FPS','Action','Multiplayer','Shooter','Futuristic','First-Person','Sci-fi','Linear','Singleplayer','America','War','Quick-Time_Events','Short','Illuminati','Military','Online_Co-Op','Co-op','PvP','Fast-Paced']",500000,1000000,1.0
209660,Call of Duty: Advanced Warfare - Gold Edition,Sledgehammer Games,Activision,78%,['Action'],"['Dog', 'FPS', 'Action', 'Multiplayer', 'Shooter', 'Futuristic', 'First-Person', 'Sci-fi', 'Linear', 'Singleplayer', 'America', 'War', 'Quick-Time Events', 'Short', 'Masterpiece', 'Illuminati', 'Military', 'Online Co-Op', 'Co-op', 'PvP']",$59.99 ,['Action'],"['Dog','FPS','Action','Multiplayer','Shooter','Futuristic','First-Person','Sci-fi','Linear','Singleplayer','America','War','Quick-Time_Events','Short','Masterpiece','Illuminati','Military','Online_Co-Op','Co-op','PvP']",1000000,2000000,1.0
209670,Cortex Command,Data Realms,"Data Realms, LLC",44%,"['Action', 'Indie', 'Strategy']","['Strategy', 'Indie', 'Action', '2D', 'Physics', 'Sandbox', 'Pixel Graphics', 'Local Co-Op', 'Moddable', 'Sci-fi', 'Singleplayer', 'Local Multiplayer', 'Difficult', 'Platformer', 'Multiplayer', 'RTS', 'Split Screen', 'Zombies', 'Replay Value', '4 Player Local']",$19.99 ,"['Action','Indie','Strategy']","['Strategy','Indie','Action','2D','Physics','Sandbox','Pixel_Graphics','Local_Co-Op','Moddable','Sci-fi','Singleplayer','Local_Multiplayer','Difficult','Platformer','Multiplayer','RTS','Split_Screen','Zombies','Replay_Value','4_Player_Local']",1000000,2000000,1.0
209750,Cannon Fodder 3,Burut CT,Game Factory Interactive,49%,['Action'],"['Action', 'Strategy']",$14.99 ,['Action'],"['Action','Strategy']",20000,50000,0.0
209790,Splice,Cipher Prime Studios,Cipher Prime Studios,70%,"['Indie', 'Casual']","['Puzzle', 'Indie', 'Casual', 'Relaxing', 'Great Soundtrack', 'Touch-Friendly', 'Singleplayer', 'Abstract']",$9.99 ,"['Indie','Casual']","['Puzzle','Indie','Casual','Relaxing','Great_Soundtrack','Touch-Friendly','Singleplayer','Abstract']",200000,500000,1.0
209830,Lone Survivor: The Director's Cut,Jasper Byrne,Superflat Games,81%,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']","['Horror', 'Indie', 'Survival Horror', 'Adventure', 'Pixel Graphics', 'Atmospheric', '2D', 'RPG', 'Action', 'Psychological Horror', 'Great Soundtrack', 'Dark', 'Singleplayer', 'Zombies', 'Simulation', 'Retro', 'Survival', 'Side Scroller', 'Exploration', 'Difficult']",$14.99 ,"['Action','Adventure','Indie','RPG','Simulation']","['Horror','Indie','Survival_Horror','Adventure','Pixel_Graphics','Atmospheric','2D','RPG','Action','Psychological_Horror','Great_Soundtrack','Dark','Singleplayer','Zombies','Simulation','Retro','Survival','Side_Scroller','Exploration','Difficult']",200000,500000,1.0
209870,Blacklight: Retribution,"Hardsuit Labs, Inc.","Hardsuit Labs, Inc.",75%,"['Action', 'Free to Play']","['Free to Play', 'FPS', 'Multiplayer', 'Action', 'Shooter', 'Gun Customization', 'First-Person', 'Futuristic', 'Mechs', 'Co-op', 'Sci-fi', 'Military', 'Cyberpunk', 'Zombies', 'Singleplayer', 'Massively Multiplayer', 'Tactical', 'Fast-Paced', 'Competitive', 'RPG']",$0.00 ,"['Action','Free_to_Play']","['Free_to_Play','FPS','Multiplayer','Action','Shooter','Gun_Customization','First-Person','Futuristic','Mechs','Co-op','Sci-fi','Military','Cyberpunk','Zombies','Singleplayer','Massively_Multiplayer','Tactical','Fast-Paced','Competitive','RPG']",2000000,5000000,1.0
210310,Binary Domain Demo,Devil's Details,SEGA,68%,[''],"['Action', 'Third-Person Shooter', 'Sci-fi', 'Cyberpunk', 'Robots', 'Story Rich', 'Shooter', 'Third Person', 'Transhumanism', 'Singleplayer', 'Futuristic', 'Adventure', 'Co-op', 'Multiplayer', 'Masterpiece', 'Dystopian ', 'Controller', 'Atmospheric', 'RPG', 'Voice Control']",$0.00 ,[''],"['Action','Third-Person_Shooter','Sci-fi','Cyberpunk','Robots','Story_Rich','Shooter','Third_Person','Transhumanism','Singleplayer','Futuristic','Adventure','Co-op','Multiplayer','Masterpiece','Dystopian_','Controller','Atmospheric','RPG','Voice_Control']",0,20000,0.0
210470,Sniper Elite V2 Demo,Rebellion,,66%,[''],"['Sniper', 'Action', 'Stealth', 'World War II', 'Co-op', 'Shooter', 'Third-Person Shooter', 'Multiplayer', 'Singleplayer', 'Third Person', 'Bullet Time', 'War', 'FPS', 'Tactical', 'Online Co-Op', 'Historical', 'Gore', 'Strategy', 'Simulation', 'Adventure']",$0.00 ,[''],"['Sniper','Action','Stealth','World_War_II','Co-op','Shooter','Third-Person_Shooter','Multiplayer','Singleplayer','Third_Person','Bullet_Time','War','FPS','Tactical','Online_Co-Op','Historical','Gore','Strategy','Simulation','Adventure']",0,20000,0.0
210490,Fray: Reloaded Edition,Brain Candy,Brain Candy,27%,"['Action', 'Strategy', 'Indie']","['Strategy', 'Indie', 'Action']",$0.00 ,"['Action','Strategy','Indie']","['Strategy','Indie','Action']",0,20000,0.0
210500,Fray Demo,Brain Candy,,27%,"['Action', 'Strategy', 'Indie']","['Strategy', 'Indie', 'Action']",$0.00 ,"['Action','Strategy','Indie']","['Strategy','Indie','Action']",0,20000,0.0
210720,Blades of Time Demo,Gaijin Entertainment Corporation,,63%,[''],"['Action', 'Female Protagonist', 'Hack and Slash', 'Adventure', 'Third Person', 'Singleplayer', 'Fantasy', 'Spectacle fighter', 'Time Manipulation', 'RPG', 'Character Action Game', 'Nudity', 'Multiplayer', 'Controller', 'Anime']",$0.00 ,[''],"['Action','Female_Protagonist','Hack_and_Slash','Adventure','Third_Person','Singleplayer','Fantasy','Spectacle_fighter','Time_Manipulation','RPG','Character_Action_Game','Nudity','Multiplayer','Controller','Anime']",0,20000,0.0
210770,Sanctum 2,Coffee Stain Studios,Coffee Stain Publishing,77%,"['Action', 'Indie', 'Strategy']","['Tower Defense', 'FPS', 'Co-op', 'Strategy', 'Action', 'Indie', 'Online Co-Op', 'Sci-fi', 'Multiplayer', 'First-Person', 'Shooter', 'Singleplayer', 'Survival', 'Futuristic', 'Aliens', 'Female Protagonist', 'Great Soundtrack', 'RPG', 'Adventure', 'Funny']",$14.99 ,"['Action','Indie','Strategy']","['Tower_Defense','FPS','Co-op','Strategy','Action','Indie','Online_Co-Op','Sci-fi','Multiplayer','First-Person','Shooter','Singleplayer','Survival','Futuristic','Aliens','Female_Protagonist','Great_Soundtrack','RPG','Adventure','Funny']",2000000,5000000,1.0
210840,Warlock - Master of the Arcane Demo,Ino-Co Plus,Paradox Interactive,71%,[''],"['Strategy', 'Turn-Based Strategy', 'Fantasy', 'Turn-Based', '4X', 'Magic', 'Hex Grid', 'Multiplayer', 'Singleplayer', 'RPG']",$0.00 ,[''],"['Strategy','Turn-Based_Strategy','Fantasy','Turn-Based','4X','Magic','Hex_Grid','Multiplayer','Singleplayer','RPG']",0,20000,0.0
210906,Expansion - Crusader Kings II: The Republic,Paradox Development Studio,Paradox Interactive,81%,['Strategy'],"['Strategy', 'Medieval', 'Grand Strategy']",$9.99 ,['Strategy'],"['Strategy','Medieval','Grand_Strategy']",0,20000,0.0
